trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,amount,block_trade_id,parsed_timestamp,currency,expiry,strike,pc
1385,146731459,1619391629465,1,0.003,0.00279689,99.98,BTC-30APR21-58000-C,48879.64,buy,1.1,,2021-04-25 23:00:29.465,BTC,30APR21,58000,C
1386,146731460,1619391629465,1,0.003,0.00279689,99.98,BTC-30APR21-58000-C,48879.64,buy,18.9,,2021-04-25 23:00:29.465,BTC,30APR21,58000,C
1387,146731506,1619391638371,1,0.003,0.00277914,100.16,BTC-30APR21-58000-C,48862.59,buy,0.9,,2021-04-25 23:00:38.371,BTC,30APR21,58000,C
1388,146731582,1619391641397,1,0.003,0.0027199,100.63,BTC-30APR21-58000-C,48820.93,sell,0.7,,2021-04-25 23:00:41.397,BTC,30APR21,58000,C
1389,146731603,1619391644569,1,0.003,0.00270881,100.71,BTC-30APR21-58000-C,48809.13,sell,0.9,,2021-04-25 23:00:44.569,BTC,30APR21,58000,C
1331,146731619,1619391647688,0,0.025,0.02540715,81.95,BTC-30APR21-50000-C,48791.06,sell,0.1,,2021-04-25 23:00:47.688,BTC,30APR21,50000,C
1390,146731666,1619391652956,1,0.003,0.00268292,101.04,BTC-30APR21-58000-C,48770.26,sell,0.1,,2021-04-25 23:00:52.956,BTC,30APR21,58000,C
1391,146731667,1619391653195,1,0.003,0.00267593,101.04,BTC-30APR21-58000-C,48770.26,sell,0.2,,2021-04-25 23:00:53.195,BTC,30APR21,58000,C
1392,146731668,1619391653234,1,0.003,0.00267593,101.04,BTC-30APR21-58000-C,48770.26,sell,0.1,,2021-04-25 23:00:53.234,BTC,30APR21,58000,C
1393,146731678,1619391655571,1,0.003,0.00267184,101.04,BTC-30APR21-58000-C,48755.83,sell,0.1,,2021-04-25 23:00:55.571,BTC,30APR21,58000,C
1394,146731681,1619391655917,1,0.003,0.00267184,101.04,BTC-30APR21-58000-C,48755.83,sell,0.1,,2021-04-25 23:00:55.917,BTC,30APR21,58000,C
1395,146731686,1619391657223,1,0.003,0.00266577,101.14,BTC-30APR21-58000-C,48754.47,sell,0.1,,2021-04-25 23:00:57.223,BTC,30APR21,58000,C
1396,146731693,1619391659139,1,0.003,0.00266191,101.19,BTC-30APR21-58000-C,48746.76,sell,0.1,,2021-04-25 23:00:59.139,BTC,30APR21,58000,C
1397,146731704,1619391659550,1,0.003,0.00266191,101.19,BTC-30APR21-58000-C,48746.76,sell,0.2,,2021-04-25 23:00:59.550,BTC,30APR21,58000,C
1398,146731705,1619391659671,1,0.003,0.00266191,101.23,BTC-30APR21-58000-C,48729.7,sell,0.5,,2021-04-25 23:00:59.671,BTC,30APR21,58000,C
1399,146731706,1619391659724,1,0.003,0.00266191,101.23,BTC-30APR21-58000-C,48729.7,sell,0.5,,2021-04-25 23:00:59.724,BTC,30APR21,58000,C
1400,146731707,1619391659877,1,0.003,0.00266191,101.23,BTC-30APR21-58000-C,48729.7,sell,0.1,,2021-04-25 23:00:59.877,BTC,30APR21,58000,C
1401,146731708,1619391659885,1,0.003,0.00266191,101.23,BTC-30APR21-58000-C,48729.7,sell,0.1,,2021-04-25 23:00:59.885,BTC,30APR21,58000,C
7265,146732327,1619391810428,2,0.082,0.0820647,82.92,BTC-30APR21-52000-P,48644.37,buy,0.1,,2021-04-25 23:03:30.428,BTC,30APR21,52000,P
7266,146732333,1619391810679,3,0.082,0.0820647,82.88,BTC-30APR21-52000-P,48625.88,buy,0.2,,2021-04-25 23:03:30.679,BTC,30APR21,52000,P
7267,146732335,1619391810723,3,0.082,0.0820647,82.88,BTC-30APR21-52000-P,48625.88,buy,0.1,,2021-04-25 23:03:30.723,BTC,30APR21,52000,P
7268,146732336,1619391810759,3,0.082,0.0820647,82.88,BTC-30APR21-52000-P,48625.88,buy,0.1,,2021-04-25 23:03:30.759,BTC,30APR21,52000,P
1402,146732589,1619391890477,1,0.003,0.00276108,101.82,BTC-30APR21-58000-C,48715.56,sell,0.1,,2021-04-25 23:04:50.477,BTC,30APR21,58000,C
1403,146732591,1619391893315,1,0.003,0.00276168,101.84,BTC-30APR21-58000-C,48710.1,sell,0.3,,2021-04-25 23:04:53.315,BTC,30APR21,58000,C
1404,146732592,1619391893344,1,0.003,0.00276168,101.84,BTC-30APR21-58000-C,48710.1,sell,0.1,,2021-04-25 23:04:53.344,BTC,30APR21,58000,C
1405,146732594,1619391893536,1,0.003,0.0027609,101.84,BTC-30APR21-58000-C,48710.1,sell,0.1,,2021-04-25 23:04:53.536,BTC,30APR21,58000,C
1406,146732603,1619391895462,1,0.003,0.00274515,101.97,BTC-30APR21-58000-C,48698.69,sell,0.1,,2021-04-25 23:04:55.462,BTC,30APR21,58000,C
1407,146732624,1619391899368,1,0.003,0.00274448,102.06,BTC-30APR21-58000-C,48687.01,sell,0.1,,2021-04-25 23:04:59.368,BTC,30APR21,58000,C
1408,146732625,1619391899498,1,0.003,0.00273703,102.06,BTC-30APR21-58000-C,48687.01,sell,0.1,,2021-04-25 23:04:59.498,BTC,30APR21,58000,C
1409,146732626,1619391899513,1,0.003,0.00273703,102.06,BTC-30APR21-58000-C,48687.01,sell,0.1,,2021-04-25 23:04:59.513,BTC,30APR21,58000,C
1410,146732627,1619391899557,1,0.003,0.00273703,102.06,BTC-30APR21-58000-C,48687.01,sell,0.1,,2021-04-25 23:04:59.557,BTC,30APR21,58000,C
1332,146732727,1619391955273,2,0.0235,0.02413041,80.87,BTC-30APR21-50000-C,48678.41,buy,0.2,,2021-04-25 23:05:55.273,BTC,30APR21,50000,C
5811,146732793,1619391997814,2,0.0005,0.00088496,109.22,BTC-30APR21-64000-C,48665.2,sell,0.9,,2021-04-25 23:06:37.814,BTC,30APR21,64000,C
1521,146732834,1619392046158,0,0.007,0.00685647,87.86,BTC-30APR21-54000-C,48644.1,buy,0.1,,2021-04-25 23:07:26.158,BTC,30APR21,54000,C
4495,146732835,1619392046160,2,0.0015,0.0019812,144.35,BTC-30APR21-36000-P,48644.1,sell,0.5,,2021-04-25 23:07:26.160,BTC,30APR21,36000,P
2756,146732863,1619392062310,0,0.0125,0.01238302,83.35,BTC-30APR21-52000-C,48633.22,buy,0.3,,2021-04-25 23:07:42.310,BTC,30APR21,52000,C
2757,146732864,1619392062353,1,0.0125,0.01238302,83.35,BTC-30APR21-52000-C,48633.22,buy,0.1,,2021-04-25 23:07:42.353,BTC,30APR21,52000,C
2758,146732865,1619392062440,1,0.0125,0.01238302,83.35,BTC-30APR21-52000-C,48633.22,buy,0.1,,2021-04-25 23:07:42.440,BTC,30APR21,52000,C
4496,146732897,1619392063485,3,0.0015,0.00198573,144.28,BTC-30APR21-36000-P,48633.15,sell,0.1,,2021-04-25 23:07:43.485,BTC,30APR21,36000,P
2759,146732898,1619392063846,1,0.0125,0.0123839,83.35,BTC-30APR21-52000-C,48628.65,buy,0.1,,2021-04-25 23:07:43.846,BTC,30APR21,52000,C
4497,146732899,1619392063849,3,0.0015,0.00198529,144.29,BTC-30APR21-36000-P,48628.65,sell,0.1,,2021-04-25 23:07:43.849,BTC,30APR21,36000,P
4498,146732919,1619392068583,3,0.0015,0.00198131,144.43,BTC-30APR21-36000-P,48648.02,sell,0.1,,2021-04-25 23:07:48.583,BTC,30APR21,36000,P
2760,146732921,1619392069838,1,0.0125,0.0124624,83.12,BTC-30APR21-52000-C,48651.84,buy,0.2,,2021-04-25 23:07:49.838,BTC,30APR21,52000,C
4499,146732922,1619392069842,3,0.0015,0.00197418,144.43,BTC-30APR21-36000-P,48651.84,sell,0.2,,2021-04-25 23:07:49.842,BTC,30APR21,36000,P
2761,146732923,1619392069938,1,0.0125,0.0124624,83.12,BTC-30APR21-52000-C,48651.84,buy,0.1,,2021-04-25 23:07:49.938,BTC,30APR21,52000,C
2762,146732924,1619392069995,1,0.0125,0.0124624,83.12,BTC-30APR21-52000-C,48651.84,buy,0.1,,2021-04-25 23:07:49.995,BTC,30APR21,52000,C
4500,146732931,1619392070768,3,0.0015,0.00197143,144.47,BTC-30APR21-36000-P,48653.56,sell,0.1,,2021-04-25 23:07:50.768,BTC,30APR21,36000,P
4501,146732944,1619392071292,3,0.0015,0.00197143,144.47,BTC-30APR21-36000-P,48653.56,sell,0.1,,2021-04-25 23:07:51.292,BTC,30APR21,36000,P
4502,146733025,1619392117763,3,0.0015,0.00196744,144.45,BTC-30APR21-36000-P,48636.54,sell,0.1,,2021-04-25 23:08:37.763,BTC,30APR21,36000,P
4503,146733060,1619392127139,3,0.0015,0.00198024,144.31,BTC-30APR21-36000-P,48618.28,sell,0.2,,2021-04-25 23:08:47.139,BTC,30APR21,36000,P
4504,146733062,1619392127181,3,0.0015,0.00198024,144.31,BTC-30APR21-36000-P,48618.28,sell,0.1,,2021-04-25 23:08:47.181,BTC,30APR21,36000,P
4505,146733063,1619392127389,3,0.0015,0.00198024,144.29,BTC-30APR21-36000-P,48618.28,sell,0.1,,2021-04-25 23:08:47.389,BTC,30APR21,36000,P
2763,146733097,1619392149086,2,0.012,0.01233284,81.9,BTC-30APR21-52000-C,48611.98,buy,0.9,,2021-04-25 23:09:09.086,BTC,30APR21,52000,C
2764,146733098,1619392149156,3,0.012,0.01233284,81.95,BTC-30APR21-52000-C,48606.97,buy,0.1,,2021-04-25 23:09:09.156,BTC,30APR21,52000,C
2765,146733184,1619392174502,3,0.012,0.01223264,82.21,BTC-30APR21-52000-C,48601.02,buy,0.4,,2021-04-25 23:09:34.502,BTC,30APR21,52000,C
2766,146733185,1619392174586,3,0.012,0.01223264,82.21,BTC-30APR21-52000-C,48601.02,buy,0.3,,2021-04-25 23:09:34.586,BTC,30APR21,52000,C
2767,146733186,1619392174694,3,0.012,0.01223264,82.21,BTC-30APR21-52000-C,48601.02,buy,0.2,,2021-04-25 23:09:34.694,BTC,30APR21,52000,C
4909,146733426,1619392289810,3,0.0005,0.00070784,148.48,BTC-30APR21-72000-C,48617.18,sell,80.0,,2021-04-25 23:11:29.810,BTC,30APR21,72000,C
4910,146733428,1619392290761,3,0.0005,0.00070797,148.44,BTC-30APR21-72000-C,48618.59,sell,80.0,,2021-04-25 23:11:30.761,BTC,30APR21,72000,C
4911,146733429,1619392291942,3,0.0005,0.00070957,148.45,BTC-30APR21-72000-C,48619.31,sell,0.4,,2021-04-25 23:11:31.942,BTC,30APR21,72000,C
1522,146733516,1619392342895,2,0.0065,0.00681548,85.92,BTC-30APR21-54000-C,48625.01,sell,0.2,,2021-04-25 23:12:22.895,BTC,30APR21,54000,C
6220,146733521,1619392351840,2,0.004,0.00412877,92.75,BTC-30APR21-56000-C,48628.15,buy,0.2,,2021-04-25 23:12:31.840,BTC,30APR21,56000,C
1333,146733543,1619392368439,2,0.023,0.02346664,80.89,BTC-30APR21-50000-C,48607.83,sell,0.5,,2021-04-25 23:12:48.439,BTC,30APR21,50000,C
2768,146733576,1619392375630,3,0.012,0.01216374,81.86,BTC-30APR21-52000-C,48625.39,buy,0.1,,2021-04-25 23:12:55.630,BTC,30APR21,52000,C
2769,146733577,1619392375683,3,0.012,0.01216374,81.86,BTC-30APR21-52000-C,48625.39,buy,0.1,,2021-04-25 23:12:55.683,BTC,30APR21,52000,C
5812,146733620,1619392391808,3,0.0005,0.00080221,109.41,BTC-30APR21-64000-C,48633.93,sell,1.0,,2021-04-25 23:13:11.808,BTC,30APR21,64000,C
2770,146733661,1619392424102,3,0.012,0.01216035,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.102,BTC,30APR21,52000,C
2771,146733662,1619392424192,3,0.012,0.01216035,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.192,BTC,30APR21,52000,C
2772,146733663,1619392424195,3,0.012,0.01216035,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.195,BTC,30APR21,52000,C
2773,146733666,1619392424367,3,0.012,0.0121394,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.367,BTC,30APR21,52000,C
2774,146733667,1619392424423,3,0.012,0.0121394,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.423,BTC,30APR21,52000,C
2775,146733669,1619392424568,3,0.012,0.0121394,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.568,BTC,30APR21,52000,C
2776,146733670,1619392424654,3,0.012,0.0121394,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.654,BTC,30APR21,52000,C
2777,146733671,1619392424700,3,0.012,0.0121394,81.94,BTC-30APR21-52000-C,48630.28,buy,0.1,,2021-04-25 23:13:44.700,BTC,30APR21,52000,C
4506,146733753,1619392475083,3,0.0015,0.0019612,144.4,BTC-30APR21-36000-P,48638.94,sell,0.2,,2021-04-25 23:14:35.083,BTC,30APR21,36000,P
4507,146733759,1619392475291,3,0.0015,0.0019612,144.4,BTC-30APR21-36000-P,48638.94,sell,0.1,,2021-04-25 23:14:35.291,BTC,30APR21,36000,P
2778,146733974,1619392513093,3,0.012,0.01253686,80.66,BTC-30APR21-52000-C,48734.16,buy,0.7,,2021-04-25 23:15:13.093,BTC,30APR21,52000,C
2779,146733981,1619392513220,3,0.012,0.01253686,80.66,BTC-30APR21-52000-C,48734.16,buy,0.3,,2021-04-25 23:15:13.220,BTC,30APR21,52000,C
5197,146734769,1619392651948,0,0.005,0.00456203,129.46,BTC-30APR21-40000-P,48593.15,buy,1.1,,2021-04-25 23:17:31.948,BTC,30APR21,40000,P
5198,146734770,1619392651957,1,0.005,0.00456203,129.46,BTC-30APR21-40000-P,48593.15,sell,0.7,,2021-04-25 23:17:31.957,BTC,30APR21,40000,P
5199,146734897,1619392675552,1,0.005,0.00462712,128.99,BTC-30APR21-40000-P,48564.55,buy,0.2,,2021-04-25 23:17:55.552,BTC,30APR21,40000,P
1334,146734981,1619392700589,2,0.0225,0.02307313,79.99,BTC-30APR21-50000-C,48609.98,sell,0.3,,2021-04-25 23:18:20.589,BTC,30APR21,50000,C
6136,146735067,1619392740034,2,0.03,0.03110411,82.58,BTC-30APR21-48000-P,48643.85,sell,0.3,,2021-04-25 23:19:00.034,BTC,30APR21,48000,P
2780,146735092,1619392746293,2,0.0115,0.01207794,80.21,BTC-30APR21-52000-C,48665.0,sell,0.1,,2021-04-25 23:19:06.293,BTC,30APR21,52000,C
1523,146735393,1619392880212,3,0.0065,0.00676574,85.37,BTC-30APR21-54000-C,48685.85,sell,20.0,,2021-04-25 23:21:20.212,BTC,30APR21,54000,C
1335,146735804,1619392963533,0,0.0235,0.02427571,79.29,BTC-30APR21-50000-C,48733.65,buy,0.1,,2021-04-25 23:22:43.533,BTC,30APR21,50000,C
5227,146741242,1619393371964,3,0.009,0.00930638,102.41,BTC-30APR21-44000-P,49126.46,sell,9.3,,2021-04-25 23:29:31.964,BTC,30APR21,44000,P
5226,146741241,1619393371964,2,0.009,0.00930638,102.41,BTC-30APR21-44000-P,49126.46,sell,0.7,,2021-04-25 23:29:31.964,BTC,30APR21,44000,P
6137,146742899,1619393622067,2,0.0275,0.02757244,85.06,BTC-30APR21-48000-P,48998.84,sell,0.2,,2021-04-25 23:33:42.067,BTC,30APR21,48000,P
6885,146743033,1619393646264,2,0.0465,0.04712781,79.15,BTC-30APR21-50000-P,48967.11,sell,0.4,,2021-04-25 23:34:06.264,BTC,30APR21,50000,P
6289,146743998,1619393978800,2,0.147,0.14735218,89.39,BTC-30APR21-56000-P,48983.15,buy,0.1,,2021-04-25 23:39:38.800,BTC,30APR21,56000,P
6290,146744010,1619393983740,3,0.147,0.14787867,86.38,BTC-30APR21-56000-P,48963.49,buy,0.1,,2021-04-25 23:39:43.740,BTC,30APR21,56000,P
6291,146744015,1619393986591,3,0.147,0.14813102,84.84,BTC-30APR21-56000-P,48958.31,buy,0.1,,2021-04-25 23:39:46.591,BTC,30APR21,56000,P
6292,146744024,1619393989997,0,0.148,0.14826683,89.86,BTC-30APR21-56000-P,48956.31,buy,0.1,,2021-04-25 23:39:49.997,BTC,30APR21,56000,P
456,146744390,1619394172604,2,0.0005,0.00072098,137.32,BTC-30APR21-70000-C,48950.93,sell,30.0,,2021-04-25 23:42:52.604,BTC,30APR21,70000,C
457,146744394,1619394178079,3,0.0005,0.00072004,137.32,BTC-30APR21-70000-C,48950.09,sell,32.8,,2021-04-25 23:42:58.079,BTC,30APR21,70000,C
6293,146745367,1619394411097,0,0.149,0.14896764,92.33,BTC-30APR21-56000-P,48936.85,buy,0.1,,2021-04-25 23:46:51.097,BTC,30APR21,56000,P
6294,146745659,1619394478508,0,0.15,0.15048281,88.85,BTC-30APR21-56000-P,48888.44,buy,0.1,,2021-04-25 23:47:58.508,BTC,30APR21,56000,P
6295,146745660,1619394478508,1,0.15,0.15048281,88.85,BTC-30APR21-56000-P,48888.44,buy,0.1,,2021-04-25 23:47:58.508,BTC,30APR21,56000,P
6296,146745661,1619394478537,1,0.15,0.15048281,88.85,BTC-30APR21-56000-P,48888.44,buy,0.1,,2021-04-25 23:47:58.537,BTC,30APR21,56000,P
870,146746724,1619394836694,0,0.047,0.04723505,84.53,BTC-30APR21-48000-C,48999.75,sell,0.4,,2021-04-25 23:53:56.694,BTC,30APR21,48000,C
871,146746725,1619394836694,1,0.047,0.04723505,84.53,BTC-30APR21-48000-C,48999.75,sell,3.0,,2021-04-25 23:53:56.694,BTC,30APR21,48000,C
6221,146747354,1619394993950,0,0.005,0.00460666,93.79,BTC-30APR21-56000-C,49080.99,buy,0.2,,2021-04-25 23:56:33.950,BTC,30APR21,56000,C
1524,146747386,1619395012985,0,0.0075,0.00732027,84.95,BTC-30APR21-54000-C,49071.93,buy,0.1,,2021-04-25 23:56:52.985,BTC,30APR21,54000,C
1525,146747390,1619395013864,1,0.0075,0.00732803,84.95,BTC-30APR21-54000-C,49071.11,sell,0.2,,2021-04-25 23:56:53.864,BTC,30APR21,54000,C
5228,146747436,1619395042445,0,0.01,0.00976351,104.93,BTC-30APR21-44000-P,49041.82,buy,0.3,,2021-04-25 23:57:22.445,BTC,30APR21,44000,P
5200,146747487,1619395058392,2,0.0045,0.0039275,131.12,BTC-30APR21-40000-P,49026.09,buy,0.3,,2021-04-25 23:57:38.392,BTC,30APR21,40000,P
5229,146747837,1619395168108,2,0.0095,0.00971227,103.1,BTC-30APR21-44000-P,49052.48,sell,0.6,,2021-04-25 23:59:28.108,BTC,30APR21,44000,P
5230,146747838,1619395168160,3,0.0095,0.00971227,103.1,BTC-30APR21-44000-P,49052.48,buy,0.2,,2021-04-25 23:59:28.160,BTC,30APR21,44000,P
5231,146747839,1619395168232,3,0.0095,0.00971227,103.1,BTC-30APR21-44000-P,49052.48,buy,0.1,,2021-04-25 23:59:28.232,BTC,30APR21,44000,P
5232,146747840,1619395168279,3,0.0095,0.00971227,103.1,BTC-30APR21-44000-P,49052.48,buy,0.1,,2021-04-25 23:59:28.279,BTC,30APR21,44000,P
872,146747851,1619395171743,0,0.0482,0.04810396,85.55,BTC-30APR21-48000-C,49053.21,buy,50.0,12039,2021-04-25 23:59:31.743,BTC,30APR21,48000,C
1336,146747852,1619395171744,0,0.0252,0.02649905,77.96,BTC-30APR21-50000-C,49053.21,sell,50.0,12039,2021-04-25 23:59:31.744,BTC,30APR21,50000,C
5233,146748745,1619395281583,2,0.009,0.0091138,103.6,BTC-30APR21-44000-P,49247.0,buy,0.1,,2021-04-26 00:01:21.583,BTC,30APR21,44000,P
5234,146748751,1619395282390,3,0.009,0.0091174,103.58,BTC-30APR21-44000-P,49247.39,buy,0.3,,2021-04-26 00:01:22.390,BTC,30APR21,44000,P
5235,146748752,1619395282464,3,0.009,0.0091174,103.58,BTC-30APR21-44000-P,49247.39,buy,0.1,,2021-04-26 00:01:22.464,BTC,30APR21,44000,P
1337,146749169,1619395312434,0,0.0285,0.02861606,80.72,BTC-30APR21-50000-C,49305.71,sell,0.5,,2021-04-26 00:01:52.434,BTC,30APR21,50000,C
1338,146749170,1619395312485,1,0.0285,0.02861606,80.72,BTC-30APR21-50000-C,49305.71,sell,0.2,,2021-04-26 00:01:52.485,BTC,30APR21,50000,C
1526,146749418,1619395334906,0,0.0085,0.00784605,86.72,BTC-30APR21-54000-C,49216.19,buy,0.1,,2021-04-26 00:02:14.906,BTC,30APR21,54000,C
5236,146749421,1619395336764,3,0.009,0.00915009,103.45,BTC-30APR21-44000-P,49231.91,buy,0.1,,2021-04-26 00:02:16.764,BTC,30APR21,44000,P
5237,146749422,1619395336939,3,0.009,0.00915009,103.62,BTC-30APR21-44000-P,49231.91,buy,0.1,,2021-04-26 00:02:16.939,BTC,30APR21,44000,P
5238,146749423,1619395337034,3,0.009,0.00909684,103.62,BTC-30APR21-44000-P,49231.91,buy,0.1,,2021-04-26 00:02:17.034,BTC,30APR21,44000,P
5239,146749465,1619395351419,3,0.009,0.00927113,102.9,BTC-30APR21-44000-P,49177.9,buy,0.3,,2021-04-26 00:02:31.419,BTC,30APR21,44000,P
5240,146749469,1619395351593,3,0.009,0.00927113,102.9,BTC-30APR21-44000-P,49177.9,buy,0.3,,2021-04-26 00:02:31.593,BTC,30APR21,44000,P
5241,146749470,1619395351611,3,0.009,0.00927113,102.9,BTC-30APR21-44000-P,49177.9,buy,0.1,,2021-04-26 00:02:31.611,BTC,30APR21,44000,P
5242,146749472,1619395351765,3,0.009,0.00927113,102.9,BTC-30APR21-44000-P,49177.9,buy,0.1,,2021-04-26 00:02:31.765,BTC,30APR21,44000,P
5243,146749473,1619395351804,3,0.009,0.00927113,102.9,BTC-30APR21-44000-P,49177.9,buy,0.1,,2021-04-26 00:02:31.804,BTC,30APR21,44000,P
5244,146749477,1619395352192,3,0.009,0.00926896,102.89,BTC-30APR21-44000-P,49177.9,buy,0.1,,2021-04-26 00:02:32.192,BTC,30APR21,44000,P
5245,146750011,1619395375013,0,0.0095,0.00959931,103.66,BTC-30APR21-44000-P,49069.42,buy,0.4,,2021-04-26 00:02:55.013,BTC,30APR21,44000,P
5246,146750012,1619395375059,1,0.0095,0.00956823,103.66,BTC-30APR21-44000-P,49069.42,buy,0.1,,2021-04-26 00:02:55.059,BTC,30APR21,44000,P
5247,146750013,1619395375121,1,0.0095,0.00956823,103.66,BTC-30APR21-44000-P,49069.42,buy,0.1,,2021-04-26 00:02:55.121,BTC,30APR21,44000,P
5248,146750022,1619395376077,1,0.0095,0.00956659,103.55,BTC-30APR21-44000-P,49060.99,buy,0.1,,2021-04-26 00:02:56.077,BTC,30APR21,44000,P
5249,146750023,1619395376182,1,0.0095,0.00956659,103.55,BTC-30APR21-44000-P,49060.99,buy,0.1,,2021-04-26 00:02:56.182,BTC,30APR21,44000,P
5250,146750024,1619395376317,1,0.0095,0.00956659,103.55,BTC-30APR21-44000-P,49060.99,buy,0.2,,2021-04-26 00:02:56.317,BTC,30APR21,44000,P
6886,146751951,1619395572887,2,0.045,0.04570337,79.22,BTC-30APR21-50000-P,49111.68,sell,0.2,,2021-04-26 00:06:12.887,BTC,30APR21,50000,P
6138,146752782,1619395707780,2,0.025,0.02533744,84.36,BTC-30APR21-48000-P,49256.37,sell,0.2,,2021-04-26 00:08:27.780,BTC,30APR21,48000,P
1339,146753289,1619395761459,0,0.029,0.02891896,80.46,BTC-30APR21-50000-C,49372.7,sell,0.4,,2021-04-26 00:09:21.459,BTC,30APR21,50000,C
1340,146753290,1619395761478,1,0.029,0.02891896,80.46,BTC-30APR21-50000-C,49372.7,sell,0.2,,2021-04-26 00:09:21.478,BTC,30APR21,50000,C
2781,146753778,1619395769649,0,0.015,0.01606561,77.95,BTC-30APR21-52000-C,49503.91,buy,0.1,,2021-04-26 00:09:29.649,BTC,30APR21,52000,C
6139,146756319,1619395900818,2,0.0205,0.02108502,83.9,BTC-30APR21-48000-P,49821.43,sell,0.2,,2021-04-26 00:11:40.818,BTC,30APR21,48000,P
1527,146756876,1619395946458,1,0.0085,0.00984585,79.2,BTC-30APR21-54000-C,49819.63,sell,1.0,,2021-04-26 00:12:26.458,BTC,30APR21,54000,C
1528,146757017,1619395953718,1,0.0085,0.00978732,79.35,BTC-30APR21-54000-C,49819.71,sell,1.0,,2021-04-26 00:12:33.718,BTC,30APR21,54000,C
1529,146757372,1619395969943,1,0.0085,0.01023236,77.88,BTC-30APR21-54000-C,49940.27,sell,0.7,,2021-04-26 00:12:49.943,BTC,30APR21,54000,C
980,146757536,1619395991450,0,0.0015,0.00144162,106.19,BTC-30APR21-62000-C,49884.15,buy,0.2,,2021-04-26 00:13:11.450,BTC,30APR21,62000,C
6297,146757652,1619395998252,2,0.126,0.12767791,82.41,BTC-30APR21-56000-P,49945.92,sell,0.1,,2021-04-26 00:13:18.252,BTC,30APR21,56000,P
1530,146757819,1619396015810,0,0.009,0.01033524,78.88,BTC-30APR21-54000-C,49986.78,sell,1.0,,2021-04-26 00:13:35.810,BTC,30APR21,54000,C
6222,146758987,1619396120669,0,0.006,0.00669811,86.29,BTC-30APR21-56000-C,50182.04,buy,0.1,,2021-04-26 00:15:20.669,BTC,30APR21,56000,C
1531,146759585,1619396161524,0,0.0095,0.01123764,76.81,BTC-30APR21-54000-C,50273.91,sell,1.0,,2021-04-26 00:16:01.524,BTC,30APR21,54000,C
5201,146760363,1619396237762,2,0.0025,0.00279228,126.65,BTC-30APR21-40000-P,50249.98,sell,1.0,,2021-04-26 00:17:17.762,BTC,30APR21,40000,P
5202,146760691,1619396297348,0,0.003,0.0029019,130.66,BTC-30APR21-40000-P,50119.72,sell,0.5,,2021-04-26 00:18:17.348,BTC,30APR21,40000,P
6140,146760952,1619396332662,2,0.0185,0.01878925,85.23,BTC-30APR21-48000-P,50137.63,buy,0.2,,2021-04-26 00:18:52.662,BTC,30APR21,48000,P
1341,146761114,1619396356022,0,0.036,0.03694236,77.27,BTC-30APR21-50000-C,50235.51,buy,0.1,,2021-04-26 00:19:16.022,BTC,30APR21,50000,C
1342,146761138,1619396359575,1,0.036,0.03702631,77.21,BTC-30APR21-50000-C,50224.28,buy,0.3,,2021-04-26 00:19:19.575,BTC,30APR21,50000,C
1343,146761139,1619396359621,1,0.036,0.03702631,77.21,BTC-30APR21-50000-C,50224.28,buy,0.1,,2021-04-26 00:19:19.621,BTC,30APR21,50000,C
1344,146761140,1619396359692,1,0.036,0.03702631,77.31,BTC-30APR21-50000-C,50225.03,buy,0.1,,2021-04-26 00:19:19.692,BTC,30APR21,50000,C
1345,146761143,1619396360637,1,0.036,0.03698228,77.31,BTC-30APR21-50000-C,50225.03,buy,0.3,,2021-04-26 00:19:20.637,BTC,30APR21,50000,C
1346,146761144,1619396360818,1,0.036,0.03698228,77.33,BTC-30APR21-50000-C,50232.65,buy,0.1,,2021-04-26 00:19:20.818,BTC,30APR21,50000,C
4503,146762860,1619396643660,3,0.001,0.00082445,131.66,BTC-30APR21-68000-C,50169.92,buy,0.1,,2021-04-26 00:24:03.660,BTC,30APR21,68000,C
4504,146762933,1619396653104,3,0.001,0.00083408,131.51,BTC-30APR21-68000-C,50169.51,sell,0.2,,2021-04-26 00:24:13.104,BTC,30APR21,68000,C
1532,146763168,1619396714299,1,0.0095,0.00998011,78.81,BTC-30APR21-54000-C,50116.44,sell,1.0,,2021-04-26 00:25:14.299,BTC,30APR21,54000,C
1347,146763393,1619396756797,2,0.0355,0.03590986,77.72,BTC-30APR21-50000-C,50194.77,sell,8.6,,2021-04-26 00:25:56.797,BTC,30APR21,50000,C
2782,146763457,1619396773744,0,0.0185,0.01915627,75.58,BTC-30APR21-52000-C,50225.65,buy,0.1,,2021-04-26 00:26:13.744,BTC,30APR21,52000,C
2783,146763464,1619396777124,1,0.0185,0.01913245,75.57,BTC-30APR21-52000-C,50225.49,buy,0.1,,2021-04-26 00:26:17.124,BTC,30APR21,52000,C
